city,zip_code,region,municipality
Loznica,0,Kolubarski okrug,Opština Valjevo
Brezovica,0,Kolubarski okrug,Opština Ub
Vrelo,0,Kolubarski okrug,Opština Ub
Ušće,0,Grad Beograd,Opština Obrenovac
Orašac,0,Grad Beograd,Opština Obrenovac
Cerova,0,Zlatiborski okrug,Opština Arilje
Planinica,0,Kolubarski okrug,Opština Mionica
Trešnjevica,0,Zlatiborski okrug,Opština Arilje
Rudnica,0,Raški okrug,Opština Tutin
Raduša,0,Raški okrug,Opština Tutin
Brnjica,0,Zlatiborski okrug,Opština Sjenica
Vučak,0,Moravički okrug,Opština Ivanjica
Guča (selo),0,Moravički okrug,Opština Lučani
Zabrđe,0,Zlatiborski okrug,Opština Sjenica
Rogača,0,Moravički okrug,Opština Lučani
Joševa,0,Kolubarski okrug,Opština Ub
Mionica (selo),0,Kolubarski okrug,Opština Mionica
Pridvorica,0,Kolubarski okrug,Opština Lajkovac
Lučani (selo),0,Moravički okrug,Opština Lučani
Strmovo,0,Kolubarski okrug,Opština Lajkovac
Pepeljevac,0,Kolubarski okrug,Opština Lajkovac
Lajkovac (selo),0,Kolubarski okrug,Opština Lajkovac
Takovo,0,Kolubarski okrug,Opština Ub
Ratari,0,Grad Beograd,Opština Obrenovac
Ugrinovci,0,Grad Beograd,Opština Zemun
Polom,0,Moravički okrug,Opština Gornji Milanovac
Pridvorica,0,Moravički okrug,Opština Čačak
Belo Polje,0,Grad Beograd,Opština Obrenovac
Baljevac,0,Grad Beograd,Opština Obrenovac
Rakovac,0,Raški okrug,Opština Novi Pazar
Dubovo,0,Raški okrug,Opština Tutin
Požega,0,Raški okrug,Opština Novi Pazar
Paralovo,0,Raški okrug,Opština Novi Pazar
Rajac,0,Moravički okrug,Opština Čačak
Slatina,0,Moravički okrug,Opština Čačak
Petnica,0,Moravički okrug,Opština Čačak
Brezova,0,Raški okrug,Opština Kraljevo
Beljina,0,Moravički okrug,Opština Čačak
Loznica,0,Moravički okrug,Opština Čačak
Drenova,0,Moravički okrug,Opština Gornji Milanovac
Stubica,0,Grad Beograd,Opština Lazarevac
Lukavica,0,Grad Beograd,Opština Lazarevac
Brajkovac,0,Grad Beograd,Opština Lazarevac
Trnava,0,Moravički okrug,Opština Čačak
Trbušnica,0,Grad Beograd,Opština Lazarevac
Bistrica,0,Grad Beograd,Opština Lazarevac
Medoševac,0,Grad Beograd,Opština Lazarevac
Dren,0,Grad Beograd,Opština Lazarevac
Baluga (ljubićska),0,Moravički okrug,Opština Čačak
Nakučani,0,Moravički okrug,Opština Gornji Milanovac
Cerova,0,Moravički okrug,Opština Gornji Milanovac
Kruševica,0,Grad Beograd,Opština Lazarevac
Lipnica,0,Moravički okrug,Opština Čačak
Majdan,0,Moravički okrug,Opština Gornji Milanovac
Zagrađe,0,Moravički okrug,Opština Gornji Milanovac
Brezovica,0,Moravički okrug,Opština Gornji Milanovac
Strmovo,0,Grad Beograd,Opština Lazarevac
Guncati,0,Grad Beograd,Opština Barajevo
Sibnica,0,Grad Beograd,Opština Sopot
Slatina,0,Grad Beograd,Opština Sopot
Guberevac,0,Grad Beograd,Opština Sopot
Beograd (savski Venac),0,Grad Beograd,Opština Savski Venac
Beograd (stari Grad),0,Grad Beograd,Opština Stari Grad
Banja,0,Raški okrug,Opština Novi Pazar
Postenje,0,Raški okrug,Opština Novi Pazar
Osoje,0,Raški okrug,Opština Novi Pazar
Brestovo,0,Raški okrug,Opština Novi Pazar
Trnava,0,Raški okrug,Opština Raška
Varevo,0,Raški okrug,Opština Raška
Brezna,0,Raški okrug,Opština Kraljevo
Kovači,0,Raški okrug,Opština Kraljevo
Jablanica,0,Moravički okrug,Opština Gornji Milanovac
Grabovica,0,Moravički okrug,Opština Gornji Milanovac
Stojnik,0,Grad Beograd,Opština Sopot
Konjuša,0,Šumadijski okrug,Opština Knić
Lipovac,0,Moravički okrug,Opština Gornji Milanovac
Ljubičevac,0,Šumadijski okrug,Opština Kragujevac
Lipovac,0,Šumadijski okrug,Opština Topola
Kamenica,0,Šumadijski okrug,Opština Kragujevac
Vinča,0,Šumadijski okrug,Opština Topola
Crkvine,0,Grad Beograd,Opština Mladenovac
Ploča,0,Rasinski okrug,Opština Aleksandrovac
Brnjica,0,Šumadijski okrug,Opština Knić
Sibnica,0,Raški okrug,Opština Kraljevo
Drenovac,0,Šumadijski okrug,Opština Kragujevac
Ribari,0,Rasinski okrug,Opština Brus
Kobilje,0,Rasinski okrug,Opština Brus
Bare,0,Pomoravski okrug,Opština Rekovac
Vitanovac,0,Rasinski okrug,Opština Kruševac
Velika Kruševica,0,Rasinski okrug,Opština Kruševac
Šljivovac,0,Braničevski okrug,Opština Malo Crniće
Sibnica,0,Braničevski okrug,Opština Žabari
Aleksandrovac,0,Pčinjski okrug,Opština Vranje
Bresnica,0,Pčinjski okrug,Opština Vranje
Babina Poljana,0,Pčinjski okrug,Opština Trgovište
Ploča,0,Pčinjski okrug,Opština Bosilegrad
Dukat,0,Pčinjski okrug,Opština Bosilegrad
Izvor,0,Pčinjski okrug,Opština Bosilegrad
Kutlovo,0,Toplički okrug,Opština Kuršumlija
Stubla,0,Jablanički okrug,Opština Medveđa
Zagrađe,0,Toplički okrug,Opština Kuršumlija
Viča,0,Toplički okrug,Opština Prokuplje
Slatina,0,Rasinski okrug,Opština Kruševac
Kobilje,0,Rasinski okrug,Opština Kruševac
Pločnik,0,Rasinski okrug,Opština Ćićevac
Štulac,0,Jablanički okrug,Opština Lebane
Savinac,0,Jablanički okrug,Opština Bojnik
Crni Kao,0,Nišavski okrug,Opština Ražanj
Grabovo,0,Nišavski okrug,Opština Ražanj
Vlaška,0,Pomoravski okrug,Opština Ćuprija
Zabrđe,0,Braničevski okrug,Opština Petrovac Na Mlavi
Kula,0,Braničevski okrug,Opština Malo Crniće
Golubovac,0,Pomoravski okrug,Opština Paraćin
Manastirica,0,Braničevski okrug,Opština Petrovac Na Mlavi
Jošanica,0,Braničevski okrug,Opština Žagubica
Barič,0,Braničevski okrug,Opština Golubac
Radevce,0,Jablanički okrug,Opština Lebane
Poroštica,0,Jablanički okrug,Opština Lebane
Igrište,0,Jablanički okrug,Opština Leskovac
Drenovac,0,Pčinjski okrug,Opština Vranje
Aleksandrovo,0,Nišavski okrug,Opština Merošina
Dobrujevac,0,Nišavski okrug,Opština Aleksinac
Miljkovac,0,Nišavski okrug,Opština Crveni Krst
Jagnjilo,0,Pčinjski okrug,Opština Vladičin Han
Padež,0,Jablanički okrug,Opština Leskovac
Bistrica,0,Jablanički okrug,Opština Leskovac
Jelašnica,0,Jablanički okrug,Opština Leskovac
Oraovica (kod Crkovnice),0,Jablanički okrug,Opština Leskovac
Davidovac,0,Nišavski okrug,Opština Svrljig
Vrelo,0,Nišavski okrug,Opština Pantelej
Čukljenik,0,Nišavski okrug,Opština Niška Banja
Vrbovac,0,Zaječarski okrug,Opština Boljevac
Predejane (selo),0,Jablanički okrug,Opština Leskovac
Dobro Polje,0,Jablanički okrug,Opština Crna Trava
Ribare,0,Nišavski okrug,Opština Svrljig
Novo Selo,0,Pirotski okrug,Opština Bela Palanka
Oreovac,0,Pirotski okrug,Opština Bela Palanka
Aleksandrovac,0,Pirotski okrug,Opština Babušnica
Šarbanovac,0,Zaječarski okrug,Opština Knjaževac
Stapar,0,Kolubarski okrug,Opština Valjevo
Cikote,0,Mačvanski okrug,Opština Loznica
Orašac,0,Zlatiborski okrug,Opština Prijepolje
Bukovik,0,Zlatiborski okrug,Opština Prijepolje
Dubnica,0,Zlatiborski okrug,Opština Kosjerić
Korman,0,Mačvanski okrug,Opština Šabac
Donja Bela Reka,0,Zlatiborski okrug,Opština Nova Varoš
Bukovik,0,Zlatiborski okrug,Opština Nova Varoš
Vapa,0,Zlatiborski okrug,Opština Sjenica
Bukovac,0,Kolubarski okrug,Opština Mionica
Bogaraš,0,Severnobački okrug,Opština Bačka Topola
Mirosaljci,0,Zlatiborski okrug,Opština Arilje
Rasno,0,Zlatiborski okrug,Opština Sjenica
Dragojevac,0,Zlatiborski okrug,Opština Arilje
Dolovo,0,Raški okrug,Opština Tutin
Jarebice,0,Raški okrug,Opština Tutin
Vučkovica,0,Moravički okrug,Opština Lučani
Živica,0,Moravički okrug,Opština Lučani
Petka,0,Grad Beograd,Opština Lazarevac
Skobalj,0,Kolubarski okrug,Opština Lajkovac
Vrba,0,Raški okrug,Opština Tutin
Pope,0,Raški okrug,Opština Novi Pazar
Zabrđe,0,Raški okrug,Opština Novi Pazar
Vrnčani,0,Moravički okrug,Opština Gornji Milanovac
Leskovac,0,Grad Beograd,Opština Lazarevac
Baluga (trnavska),0,Moravički okrug,Opština Čačak
Cerje,0,Raški okrug,Opština Kraljevo
Reka,0,Raški okrug,Opština Kraljevo
Belo Polje,0,Raški okrug,Opština Raška
Pobrđe,0,Raški okrug,Opština Raška
Mataruge,0,Raški okrug,Opština Kraljevo
Bare,0,Raški okrug,Opština Kraljevo
Drlupa,0,Grad Beograd,Opština Sopot
Kotraža,0,Šumadijski okrug,Opština Kragujevac
Leskovac,0,Šumadijski okrug,Opština Knić
Ljubić,0,Šumadijski okrug,Opština Knić
Rajkovac,0,Šumadijski okrug,Opština Topola
Slatina,0,Pomoravski okrug,Opština Jagodina
Goločelo,0,Šumadijski okrug,Opština Kragujevac
Brđani,0,Rasinski okrug,Opština Brus
Maleševo,0,Pomoravski okrug,Opština Rekovac
Ćelije,0,Rasinski okrug,Opština Kruševac
Selište,0,Toplički okrug,Opština Kuršumlija
Tijovac,0,Toplički okrug,Opština Kuršumlija
Mala Vrbnica,0,Rasinski okrug,Opština Kruševac
Orašje,0,Rasinski okrug,Opština Varvarin
Svinjište,0,Pčinjski okrug,Opština Preševo
Mala Reka,0,Pčinjski okrug,Opština Trgovište
Lukovo,0,Pčinjski okrug,Opština Vranje
Pepeljevac,0,Toplički okrug,Opština Kuršumlija
Pridvorica,0,Toplički okrug,Opština Blace
Bovan,0,Rasinski okrug,Opština Kruševac
Toponica,0,Toplički okrug,Opština Žitorađa
Petrovac,0,Jablanički okrug,Opština Leskovac
Izvor,0,Toplički okrug,Opština Žitorađa
Dašnica,0,Nišavski okrug,Opština Aleksinac
Donja Toponica,0,Nišavski okrug,Opština Crveni Krst
Smrdan,0,Jablanički okrug,Opština Leskovac
Novo Selo,0,Nišavski okrug,Opština Gadžin Han
Miljkovac,0,Nišavski okrug,Opština Gadžin Han
Ravna Gora,0,Jablanički okrug,Opština Vlasotince
Đurinac,0,Nišavski okrug,Opština Svrljig
Šljivovik,0,Nišavski okrug,Opština Svrljig
Izvor,0,Pirotski okrug,Opština Babušnica
